person_age,person_gender,person_1,person_income,person_emp_exp,person_home_oqwnership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23,1,2,90720,0,1,15000,5,10.38,0.17,3,657,0,0
22,1,2,87221,1,0,10000,4,17.27,0.11,2,609,1,0
23,0,1,91208,0,1,5000,5,11.12,0.05,3,537,1,0
22,1,0,71169,1,1,9250,3,15.21,0.13,4,584,0,1
26,0,2,91045,0,2,7200,1,11.01,0.08,3,647,0,0
24,1,1,90850,4,1,1200,4,11.49,0.01,2,589,1,0
22,0,0,90698,1,1,15000,1,13.61,0.17,4,634,1,0
23,1,0,87615,1,0,10000,4,10.59,0.11,4,667,1,0
23,0,2,91026,2,1,17000,5,11.12,0.19,2,678,0,0
22,0,2,91378,0,1,16000,1,13.61,0.18,2,628,1,0
25,0,2,87277,4,0,10000,5,10.37,0.11,3,677,0,0
23,0,1,87552,3,0,10000,4,6.91,0.11,2,591,1,0
24,0,0,91288,0,1,5500,4,11.86,0.06,4,545,0,0
25,0,1,90920,2,1,12000,0,11.49,0.13,3,637,0,0
26,1,2,87572,4,0,10000,0,5.79,0.11,3,645,0,0
24,1,0,90969,1,1,15000,3,7.51,0.16,2,663,0,0
21,0,2,91071,0,1,25000,3,11.01,0.27,2,638,1,0
24,0,0,87662,2,0,10000,4,11.01,0.11,4,658,1,0
23,1,0,87664,1,0,10000,3,13.85,0.11,3,661,1,0
25,1,2,87792,5,0,10000,1,12.99,0.11,4,716,0,0
22,1,3,80627,0,0,10000,5,14.11,0.12,2,578,0,1
26,0,1,88017,4,0,10000,5,9.96,0.11,3,619,0,0
23,0,1,88245,0,0,10000,0,11.48,0.11,3,664,0,0
25,0,2,88905,1,0,10000,3,11.71,0.11,3,605,1,0
26,1,1,88578,3,0,10000,4,7.29,0.11,3,670,0,0
25,1,1,88750,3,0,10000,5,7.88,0.11,4,691,1,0
26,0,1,91165,3,1,6000,5,14.96,0.07,3,708,0,0
23,0,0,90999,0,1,6000,3,10.99,0.07,3,636,1,0
24,1,0,91143,2,1,25000,5,10.99,0.27,2,664,0,0
23,1,1,83747,1,1,15000,2,14.96,0.18,2,606,0,1
24,0,1,88554,2,0,10000,4,11.26,0.11,3,565,0,0
21,0,0,90793,0,1,20000,4,13.11,0.22,2,595,1,0
25,1,1,91124,2,1,20000,5,10.62,0.22,3,507,1,0
26,0,1,90271,3,1,10000,1,7.88,0.11,3,603,1,0
24,0,1,71594,3,0,10000,3,18.25,0.14,4,655,0,1
24,0,3,90832,1,0,10000,5,6.62,0.11,4,599,1,0
25,0,1,90786,3,1,8000,3,7.51,0.09,3,553,1,0
24,0,2,90861,3,0,10000,4,9.91,0.11,3,630,0,0
24,0,2,90926,0,1,5000,1,6.76,0.05,4,650,0,0
23,0,1,91186,1,1,11000,3,13.85,0.12,2,524,1,0
24,1,0,90852,0,2,15000,1,11.01,0.17,2,576,1,0
25,0,0,91137,4,2,5600,1,10.62,0.06,2,657,0,0
22,1,2,91111,0,0,10000,0,7.51,0.11,4,489,1,0
23,1,3,90906,0,2,12500,5,15.33,0.14,3,667,1,0
24,1,0,90975,3,2,8500,4,11.36,0.09,4,541,0,0
26,1,2,71551,4,1,17500,3,11.01,0.24,4,680,0,1
23,0,2,91294,0,0,10000,4,11.49,0.11,2,663,0,0
26,1,3,90841,2,1,21000,0,11.48,0.23,4,645,0,0
23,1,3,71470,1,1,5000,3,8.59,0.07,3,667,0,1
26,0,1,90964,5,0,10000,1,7.49,0.11,4,595,1,0
23,0,0,91050,2,1,8000,1,7.05,0.09,2,522,1,0
25,1,0,91042,5,0,10000,4,7.49,0.11,3,675,1,0
23,1,2,90935,0,2,20400,5,7.74,0.22,4,616,1,0
22,1,2,90801,1,1,24000,0,11.83,0.26,4,602,1,0
23,0,0,90514,0,1,5400,4,8.94,0.06,3,574,1,0
24,1,0,84161,5,0,10000,4,17.14,0.12,4,636,0,1
25,1,1,90959,6,1,8500,0,13.22,0.09,4,623,0,0
23,0,0,90523,0,1,4900,1,7.74,0.05,4,553,1,0
24,0,0,91135,0,2,9600,3,8.94,0.11,3,578,1,0
24,1,0,91229,2,4,12000,2,14.26,0.13,3,663,1,0
23,0,1,91131,1,1,8000,1,8.59,0.09,2,604,0,0
26,0,1,90692,1,0,10000,2,6.17,0.11,4,582,1,0
22,1,3,91010,1,0,10000,5,5.79,0.11,3,668,1,0
25,1,3,83755,1,0,10000,2,14.09,0.12,2,594,0,1
24,1,2,90932,4,1,25000,2,11.83,0.27,2,528,1,0
22,1,1,90873,0,0,10000,5,6.54,0.11,4,586,1,0
23,0,2,90929,0,2,7600,5,8.59,0.08,4,605,1,0
26,1,1,91034,3,0,10000,1,15.58,0.11,2,522,1,0
22,1,0,90859,3,1,5000,1,7.74,0.06,4,639,1,0
23,1,1,90475,0,0,10000,4,11.86,0.11,4,592,1,0
26,1,2,91384,1,0,10000,2,11.14,0.11,3,696,1,0
24,0,1,90888,1,1,2000,1,8.94,0.02,4,582,1,0
23,1,2,90916,0,0,10000,0,9.63,0.11,2,634,1,0
22,0,1,90951,1,1,6000,0,7.74,0.07,4,552,1,0
22,0,0,71281,1,1,25000,3,14.96,0.35,2,648,0,1
24,0,0,90670,2,2,16500,3,12.18,0.18,2,648,1,0
22,1,2,91116,0,0,10000,1,11.26,0.11,4,704,0,0
26,0,2,90665,4,1,8000,2,13.92,0.09,4,664,1,0
23,1,0,90893,0,0,10000,4,13.47,0.11,4,591,1,0
23,0,1,92220,1,0,10000,1,15.37,0.11,3,646,0,0
23,0,2,91003,0,1,4500,1,11.01,0.05,4,695,0,0
26,1,2,90930,3,1,10000,0,8.94,0.11,2,644,0,0
26,1,3,92502,3,0,10000,0,10.71,0.11,3,620,1,0
24,0,2,90945,4,1,7200,1,11.01,0.08,3,652,1,0
24,0,1,91117,0,1,9000,3,8.59,0.1,4,652,0,0
22,1,2,94514,1,0,10000,5,12.42,0.11,2,563,1,0
21,1,1,94537,1,0,10000,5,5.99,0.11,2,622,1,0
23,1,0,94754,0,0,10000,0,5.79,0.11,3,559,1,0
23,1,2,94934,1,0,10000,1,7.49,0.11,2,621,0,0
26,0,2,95182,1,0,10000,3,8.94,0.11,4,618,1,0
24,0,1,91112,1,1,10000,5,11.26,0.11,4,636,1,0
24,0,2,90825,4,1,15000,4,11.58,0.17,3,642,1,0
26,1,1,90829,7,1,3000,2,9.63,0.03,3,657,0,0
25,1,2,90695,4,1,6000,5,9.63,0.07,4,649,1,0
25,1,3,90903,0,1,15000,0,9.63,0.17,3,640,1,0
22,0,1,90970,1,1,5600,4,8,0.06,2,631,0,0
22,0,0,95923,0,0,10000,0,7.88,0.1,2,601,0,0
22,0,2,89566,0,0,10000,4,7.51,0.11,2,625,0,1
24,0,2,96823,1,0,10000,1,11.01,0.1,4,698,0,0
23,0,0,90806,1,1,3200,1,8,0.04,3,610,0,0
22,1,3,96831,1,0,10000,1,14.27,0.1,2,520,1,0
23,1,1,90979,1,1,3000,1,14.11,0.03,3,554,1,0
23,0,0,90816,0,1,16800,3,13.47,0.18,4,640,1,0
25,1,0,90932,5,1,5000,5,13.79,0.05,4,619,1,0
23,1,2,97028,0,0,10000,4,8.49,0.1,2,681,1,0
22,1,0,91299,0,1,8000,0,12.21,0.09,2,608,1,0
22,0,2,96964,1,0,10000,4,8.49,0.1,4,560,1,0
24,1,1,90756,2,1,15000,0,12.21,0.17,3,673,0,0
26,0,3,96823,3,0,10000,1,8.49,0.1,4,563,1,0
25,1,0,97200,3,0,10000,3,10.37,0.1,2,662,1,0
24,0,0,89871,0,0,10000,2,14.54,0.11,2,660,0,1
25,0,2,97144,3,0,10000,5,11.12,0.1,3,614,1,0
22,0,0,91225,2,2,4800,1,8,0.05,2,634,1,0
26,1,1,97169,4,0,10000,4,12.73,0.1,4,588,1,0
23,1,0,90831,0,2,15000,1,11.14,0.17,4,687,0,0
24,1,2,83922,0,1,4900,1,10.96,0.06,2,622,0,1
25,0,2,91023,3,1,7500,5,12.61,0.08,4,621,0,0
23,1,3,91076,0,1,6000,1,8,0.07,2,675,0,0
25,1,0,89780,4,0,10000,5,18.43,0.11,3,639,0,1
24,0,2,96930,1,0,10000,5,11.14,0.1,4,683,1,0
23,0,0,91099,0,1,19600,5,15.13,0.22,3,614,1,0
23,1,1,90920,4,1,9500,3,11.01,0.1,4,682,1,0
25,0,3,90923,3,1,10000,4,11.34,0.11,2,668,0,0
26,0,2,83898,3,1,25000,2,11.01,0.3,3,689,0,1
24,1,3,97044,4,0,10000,1,6.62,0.1,2,671,1,0
24,0,2,96898,3,0,10000,2,7.9,0.1,4,676,0,0
25,0,0,97316,3,0,10000,1,9.62,0.1,4,637,1,0
23,0,2,83749,2,1,2500,4,9.64,0.03,3,469,0,1
23,1,0,90810,2,2,12000,1,12.49,0.13,4,666,1,0
23,0,3,97239,1,0,10000,4,10.59,0.1,2,652,1,0
25,1,2,91275,4,1,6000,3,7.51,0.07,4,650,1,0
24,0,0,91485,3,2,6500,1,7.14,0.07,2,492,1,0
24,1,2,91445,5,2,7000,5,7.49,0.08,3,586,1,0
26,0,1,99465,1,0,10000,3,7.29,0.1,4,605,1,0
24,0,3,100041,1,0,10000,1,12.21,0.1,4,694,0,0
22,0,0,91593,0,1,12000,5,11.01,0.13,4,648,0,0
25,1,3,91719,1,1,7000,1,11.36,0.08,2,606,1,0
23,0,2,99940,0,0,10000,4,12.21,0.1,3,596,0,0
26,0,3,92017,1,1,10000,3,10.39,0.11,2,669,1,0
24,0,2,100312,0,0,10000,0,10.59,0.1,3,680,1,0
22,0,2,91822,0,1,10675,4,6.62,0.12,3,609,1,0
24,0,0,91764,5,1,7200,5,5.99,0.08,2,624,1,0
25,0,1,91717,4,1,15000,3,12.68,0.16,2,543,1,0
23,1,1,100820,0,0,10000,3,6.54,0.1,3,532,1,0
22,0,2,91696,0,1,10000,1,11.01,0.11,4,561,1,0
22,1,0,100832,0,0,10000,1,16.29,0.1,4,588,1,0
25,0,0,92033,6,1,14500,4,9.63,0.16,4,579,1,0
23,0,1,91653,0,1,25000,0,11.12,0.27,4,624,0,0
24,0,0,92020,2,1,15000,4,10.38,0.16,2,608,1,0
22,1,1,91732,0,1,6700,5,11.83,0.07,2,602,1,0
25,0,1,101670,3,0,10000,0,11.01,0.1,4,568,1,0
25,0,2,101952,5,0,10000,2,13.49,0.1,2,713,1,0
23,0,2,101542,0,0,10000,0,5.99,0.1,2,667,0,0
23,0,0,101527,0,0,10000,5,7.49,0.1,4,538,0,0
26,0,1,91870,3,1,1200,4,10.25,0.01,2,662,0,0
23,0,0,92517,0,1,3000,3,11.03,0.03,4,659,1,0
25,0,2,92187,4,1,22400,2,9.99,0.24,4,680,1,0
25,1,1,92196,3,1,10000,0,11.99,0.11,3,573,1,0
26,0,0,72265,3,2,7000,3,17.88,0.1,2,640,0,1
23,0,0,92326,4,1,15000,3,10.62,0.16,2,590,0,0
25,1,1,92527,1,1,9000,3,7.74,0.1,3,591,1,0
26,1,3,91993,3,2,8000,5,11.83,0.09,3,574,1,0
23,0,3,96024,3,0,10000,2,13.99,0.1,3,694,0,1
24,0,2,103144,1,0,10000,2,15.21,0.1,4,655,1,0
21,0,2,92076,1,1,14000,3,12.69,0.15,3,649,1,0
23,0,2,92232,1,1,3600,3,10.65,0.04,3,698,1,0
24,1,1,92305,0,1,6000,0,8.9,0.07,3,645,1,0
24,1,2,91953,0,1,12000,4,6.03,0.13,2,462,1,0
22,1,1,88591,0,0,10000,4,18.25,0.11,2,668,0,1
24,1,2,91967,3,1,13500,5,8.49,0.15,4,692,0,0
24,0,3,92126,3,1,13500,0,9.99,0.15,3,636,0,0
26,1,2,92004,3,1,5425,2,8.49,0.06,3,631,1,0
22,0,0,92112,0,1,24000,5,10.99,0.26,2,639,1,0
22,1,1,103003,0,0,10000,0,7.66,0.1,3,626,0,0
22,0,2,92561,0,1,15000,1,10.99,0.16,3,673,1,0
24,1,3,91871,2,1,20050,0,10.59,0.22,2,679,1,0
24,0,1,103033,0,0,10000,4,10.37,0.1,4,587,1,0
23,0,3,103216,5,0,10000,0,6.17,0.1,4,704,1,0
26,1,2,102771,4,0,10000,2,11.01,0.1,2,662,1,0
24,0,0,103017,1,0,10000,4,13.72,0.1,2,588,1,0
25,1,1,92136,0,1,14000,2,7.66,0.15,3,612,1,0
25,1,0,92027,4,1,6000,4,12.98,0.07,2,635,1,0
25,1,3,92250,1,1,20000,4,6.54,0.22,4,694,1,0
24,0,0,102812,2,0,10000,4,16,0.1,3,601,1,0
23,0,0,88834,2,0,10000,1,14.11,0.11,3,642,0,1
23,0,2,103067,4,0,10000,3,11.89,0.1,4,677,0,0
23,1,1,92447,0,1,20000,0,11.01,0.22,4,635,0,0
26,0,2,103288,0,0,10000,1,11.01,0.1,2,675,0,0
26,0,1,103963,2,0,10000,1,13.49,0.1,3,658,1,0
25,1,1,104178,5,0,10000,2,11.01,0.1,2,615,1,0
22,1,2,105630,4,0,10000,1,11.26,0.09,3,613,0,0
23,0,1,92518,0,2,18000,1,10.99,0.19,2,675,1,0
24,1,1,92185,2,0,10000,0,16,0.11,2,647,0,1
26,0,3,106506,2,0,10000,5,12.69,0.09,2,673,1,0
23,0,2,72625,1,1,20000,3,11.83,0.28,4,545,0,1
22,1,1,85143,0,1,25000,0,13.79,0.29,3,569,0,1
23,0,1,109017,1,0,10000,1,12.69,0.09,4,483,1,0
25,1,0,84780,4,1,15000,4,13.16,0.18,3,711,0,1
24,1,0,109170,1,0,10000,0,11.01,0.09,2,634,1,0
25,0,0,72572,0,1,3400,3,11.01,0.05,2,668,0,1
26,0,1,92162,3,1,7400,1,7.51,0.08,2,657,1,0
25,1,2,92419,4,1,3000,0,11.01,0.03,4,655,1,0
25,0,0,109093,0,0,10000,0,12.42,0.09,2,549,1,0
25,0,2,108855,4,0,10000,4,7.49,0.09,2,663,1,0
22,1,1,92588,0,1,18000,5,7.88,0.19,3,580,1,0
25,1,2,92217,0,1,3000,2,11.86,0.03,2,619,0,0
23,1,1,108966,0,0,10000,0,7.49,0.09,3,604,1,0
22,1,0,72690,1,1,20000,3,17.74,0.28,3,632,0,1
26,0,1,108810,4,0,10000,4,7.49,0.09,4,619,1,0
24,0,3,108847,4,0,10000,2,11.01,0.09,2,662,0,0
26,0,4,92809,6,1,6000,2,7.9,0.06,4,618,1,0
24,0,2,92686,3,1,12000,0,11.01,0.13,3,669,0,0
26,0,0,85470,3,1,14500,4,7.49,0.17,3,574,0,1
21,1,0,94838,0,0,10000,0,15.57,0.11,4,591,0,1
23,1,2,93070,1,1,4800,1,7.51,0.05,4,672,1,0
22,0,1,92755,0,1,15000,0,11.01,0.16,4,658,1,0
23,0,0,108909,1,0,10000,5,7.51,0.09,2,682,0,0
26,0,1,92765,7,1,24000,1,12.73,0.26,3,593,1,0
24,1,0,108775,0,0,10000,2,11.89,0.09,4,615,0,0
26,1,1,110263,5,0,10000,0,11.01,0.09,4,586,1,0
25,1,2,92654,7,1,14800,5,19.42,0.16,4,660,0,0
23,0,1,110340,0,0,10000,1,10.2,0.09,2,620,1,0
22,0,3,93277,1,1,6000,0,6.62,0.06,4,610,1,0
22,1,3,92994,0,1,12000,4,8.9,0.13,2,659,1,0
26,1,1,92928,6,1,12800,4,6.92,0.14,4,693,1,0
25,0,0,93058,5,1,6500,1,5.79,0.07,4,681,1,0
25,0,1,93207,3,1,20000,4,11.01,0.21,2,552,1,0
21,1,2,93207,0,1,8000,4,14.96,0.09,3,597,0,0
23,1,3,93016,4,1,10000,5,9.63,0.11,4,683,0,0
23,0,1,111357,0,0,10000,5,11.71,0.09,4,668,1,0
22,1,0,93071,2,1,13750,3,11.01,0.15,4,617,0,0
23,1,3,93239,2,1,25000,1,11.71,0.27,2,633,1,0
24,0,2,93298,2,1,12000,0,12.42,0.13,2,610,0,0
26,0,2,112114,5,0,10000,5,13.23,0.09,2,705,0,0
25,0,3,93090,4,1,12000,1,7.9,0.13,4,687,0,0
22,0,0,93034,1,1,12400,3,7.51,0.13,4,659,0,0
23,1,3,112794,5,0,10000,1,14.26,0.09,2,616,1,0
25,0,1,93511,0,1,9000,2,6.03,0.1,3,614,0,0
24,1,1,113769,0,0,10000,2,18.64,0.09,2,598,1,0
26,1,2,86057,5,1,6000,0,15.62,0.07,4,643,0,1
23,1,3,93754,0,2,3500,5,5.99,0.04,2,570,1,0
25,1,0,93292,0,1,3000,0,7.49,0.03,3,535,1,0
24,0,2,93666,1,1,4000,2,11.99,0.04,2,688,1,0
22,0,0,73493,0,1,35000,3,16.89,0.48,3,616,0,1
23,0,0,113719,1,0,10000,3,9.45,0.09,3,530,1,0
24,1,0,93607,4,1,3850,1,11.11,0.04,2,546,1,0
25,1,1,85845,1,0,10000,3,16.77,0.12,3,629,0,1
23,1,1,114955,2,0,10000,4,6.17,0.09,3,685,0,0
24,0,1,114971,4,0,10000,0,11.01,0.09,2,514,1,0
25,0,2,54928,5,0,10025,3,5.42,0.18,4,690,1,0
23,1,1,79432,3,0,10075,0,13.98,0.13,2,555,0,0
26,1,2,36254,5,0,10100,4,13.55,0.28,4,692,0,1
22,0,1,86335,0,1,3200,0,10.25,0.04,3,476,0,1
23,0,2,93303,0,1,10000,1,7.88,0.11,4,607,1,0
24,1,0,84894,0,0,10125,5,14.65,0.12,3,673,1,0
25,1,0,93256,2,1,8000,1,15.33,0.09,2,578,1,0
22,0,3,93304,0,1,21000,1,11.48,0.23,3,580,1,0
23,1,0,83542,2,0,10150,0,11.99,0.12,3,650,0,0
24,0,1,93396,2,1,14000,3,8.94,0.15,3,580,1,0
20,0,2,93288,0,1,6000,5,8,0.06,2,699,1,0
26,0,2,93205,4,1,5400,0,13.04,0.06,3,564,1,0
24,1,2,85978,3,1,5000,1,10.39,0.06,2,631,0,1
23,0,2,86383,2,1,20000,0,15.13,0.23,2,661,0,1
26,1,1,48728,1,0,10200,3,11.01,0.21,3,613,0,0
26,0,2,93171,5,1,6000,3,11.99,0.06,4,578,1,0
25,1,0,93550,1,1,15000,4,9.63,0.16,2,656,1,0
23,1,0,93766,0,1,12000,3,5.79,0.13,3,627,1,0
24,1,0,51505,2,0,10200,1,7.49,0.2,4,494,1,0
23,1,0,92836,0,1,6000,5,7.88,0.06,2,588,1,0
24,0,3,86114,0,1,5000,0,14.96,0.06,3,663,0,1
25,0,1,85860,6,1,2400,0,17.04,0.03,3,493,0,1
25,0,0,93471,4,1,16000,0,13.92,0.17,2,682,1,0
20,0,0,93599,0,1,24250,1,11.36,0.26,2,629,1,0
25,1,2,93539,0,1,3425,0,12.18,0.04,2,669,1,0
22,0,1,61055,3,0,10200,1,15.21,0.17,4,649,1,0
23,0,0,66845,0,0,10200,4,12.73,0.15,2,643,1,0
22,0,1,93687,0,1,5875,3,6.17,0.06,3,636,0,0
24,0,0,93928,1,1,15000,3,6.17,0.16,3,624,0,0
23,1,0,103347,3,0,10200,0,11.01,0.1,3,617,1,0
22,1,2,109242,1,0,10200,3,11.71,0.09,3,607,1,0
24,0,3,93869,2,1,4800,0,13.79,0.05,4,652,1,0
24,1,3,121313,0,0,10200,4,12.99,0.08,4,667,0,0
24,1,2,27144,1,0,11000,1,7.51,0.41,2,570,0,1
26,0,4,33578,1,0,11000,0,8.9,0.33,3,658,0,1
23,0,2,33663,1,0,11000,0,8.59,0.33,4,608,0,1
22,0,3,33467,0,0,11000,3,11.48,0.33,4,646,0,1
21,0,1,35951,0,0,11000,3,13.49,0.31,2,546,0,1
21,1,2,35906,0,0,11000,3,14.22,0.31,2,585,0,1
23,1,1,36293,0,0,11000,0,13.49,0.3,4,634,0,1
25,1,2,37973,2,0,11000,2,13.72,0.29,2,540,0,1
26,1,2,93880,4,1,6800,0,13.06,0.07,4,671,1,0
23,1,2,39329,1,0,11000,1,9.91,0.28,3,653,0,1
25,1,2,39586,1,0,11000,0,7.66,0.28,3,632,0,1
23,1,2,93740,0,1,4000,1,16.77,0.04,4,636,1,0
23,0,2,94096,0,1,11700,0,6.17,0.12,3,660,1,0
23,0,1,40324,1,0,11000,0,7.66,0.27,2,585,0,1
25,1,0,94541,3,1,30000,4,11.01,0.32,4,532,1,0
23,0,1,94522,1,1,15000,1,12.99,0.16,4,640,0,0
23,0,2,41221,2,0,11000,3,15.65,0.27,3,634,0,1
25,0,1,35933,6,0,11000,4,8.49,0.31,2,572,0,1
24,0,3,94542,2,1,2300,5,11.01,0.02,4,631,1,0
23,0,1,94721,0,1,2400,1,12.42,0.03,2,573,1,0
24,1,2,87477,0,1,14000,1,14.65,0.16,4,593,0,1
25,0,0,87409,0,1,10000,0,14.27,0.11,3,521,0,1
24,1,1,35610,0,0,11000,1,15.05,0.31,4,655,0,1
24,1,3,94719,1,2,4500,2,12.69,0.05,3,654,0,0
23,0,2,69334,0,0,11050,1,14.74,0.16,4,686,0,1
23,0,3,94286,1,1,10000,3,6.62,0.11,2,663,0,0
25,0,0,94373,2,1,8000,1,7.9,0.08,4,601,1,0
22,0,2,37114,0,0,11100,4,6.62,0.3,4,689,0,1
23,1,1,94440,1,1,5000,1,11.71,0.05,2,683,1,0
26,1,3,94795,3,1,7200,4,6.62,0.08,2,645,1,0
24,1,2,94545,2,1,5000,2,6.62,0.05,4,643,1,0
24,1,2,94382,3,1,8500,0,7.51,0.09,4,606,1,0
22,1,1,94261,0,1,1750,1,10.65,0.02,4,544,1,0
22,0,2,87346,0,1,8500,4,15.96,0.1,2,585,0,1
22,0,0,39709,1,0,11100,5,12.21,0.28,3,631,0,1
25,1,0,55254,7,0,11100,0,13.11,0.2,2,649,1,0
23,0,1,94436,1,1,15000,4,8.49,0.16,2,620,0,0
22,0,1,75908,1,0,11100,4,11.01,0.15,3,685,1,0
23,0,2,94649,0,1,25000,3,11.01,0.26,4,609,1,0
26,1,3,94802,5,1,3000,2,11.49,0.03,2,683,1,0
26,0,0,94305,7,1,8325,1,6.99,0.09,4,603,0,0
23,1,2,94705,1,1,6000,0,12.99,0.06,3,661,1,0
21,1,2,49102,0,2,12000,3,8.9,0.24,2,646,1,0
22,1,3,32242,1,0,11200,4,16.89,0.35,3,562,0,1
24,0,1,37959,1,0,11200,3,5.79,0.3,4,611,0,1
23,1,0,94617,0,1,4200,1,13.06,0.04,3,609,0,0
24,1,2,94416,3,1,20000,0,10.37,0.21,2,663,0,0
25,0,2,95090,3,1,8000,1,5.79,0.08,2,640,0,0
25,0,0,94757,4,1,6000,5,11.01,0.06,4,636,0,0
22,0,0,48970,0,2,5000,1,16.29,0.1,4,666,1,0
23,1,3,94701,2,1,4600,1,7.66,0.05,2,608,1,0
24,0,0,49199,0,2,12000,5,6.03,0.24,4,593,1,0
24,1,1,94627,4,1,3600,0,5.42,0.04,4,623,1,0
23,1,2,94603,3,1,12400,1,7.29,0.13,3,608,1,0
26,0,2,44045,0,0,11200,3,11.01,0.25,3,577,0,1
26,0,0,94429,4,1,12000,4,13.43,0.13,4,616,1,0
25,0,3,38201,5,0,11200,5,17.27,0.29,4,659,0,1
22,1,1,49325,0,0,11200,5,7.88,0.23,2,631,1,0
24,0,2,50877,4,0,11200,3,10.62,0.22,3,561,1,0
22,1,2,94894,0,1,12000,1,6.54,0.13,3,681,1,0
21,1,2,51356,0,0,11200,5,16.77,0.22,4,686,0,0
25,1,3,94872,1,1,10000,0,5.79,0.11,2,642,1,0
23,0,0,94604,0,1,6000,5,6.91,0.06,4,653,1,0
22,1,1,51474,0,0,11200,1,11.01,0.22,4,692,0,0
26,0,1,94449,1,1,1750,4,10.36,0.02,2,665,1,0
23,0,0,54931,5,0,11200,4,10.59,0.2,2,692,0,0
25,1,3,94552,4,1,14000,5,7.51,0.15,3,631,1,0
23,0,3,87613,0,1,12000,5,13.61,0.14,2,638,0,1
24,0,2,55068,2,0,11200,3,12.04,0.2,3,624,0,0
26,1,2,94519,6,2,2400,5,14.72,0.03,3,544,1,0
22,0,0,94772,2,1,15000,0,7.88,0.16,3,640,0,0
23,0,1,94631,0,1,25000,5,15.58,0.26,3,624,1,0
25,0,0,94447,5,1,2400,0,11.86,0.03,4,681,0,0
24,0,3,94441,1,1,9800,2,10.99,0.1,3,600,1,0
23,1,1,95079,0,1,1000,1,9.88,0.01,3,620,1,0
24,1,2,61074,6,0,11200,5,13.85,0.18,3,705,1,0
23,0,2,87097,3,1,19000,1,11.01,0.22,2,705,0,1
22,0,0,63497,2,0,11200,3,6.62,0.18,4,624,0,0
23,1,3,94912,2,1,6150,1,7.88,0.06,2,595,1,0
23,0,0,65978,0,0,11200,1,13.99,0.17,2,656,0,0
22,1,3,94543,0,1,18000,1,10.99,0.19,3,611,0,0
22,0,2,94527,0,1,7750,3,7.51,0.08,4,678,1,0
22,0,0,94614,0,1,16000,1,16.45,0.17,2,615,0,0
22,0,0,94274,1,1,16000,1,16.45,0.17,3,671,0,0
24,0,3,94374,4,1,14500,4,7.51,0.15,4,616,0,0
23,0,3,72891,4,0,11200,1,10.78,0.15,3,655,1,0
24,0,0,94594,1,2,25000,1,12.18,0.26,4,579,1,0
24,1,0,74290,1,0,11200,4,9.99,0.15,3,620,1,0
22,0,3,74446,0,0,11200,4,6.62,0.15,4,591,1,0
22,0,3,94716,0,2,4000,4,7.74,0.04,4,662,1,0
25,0,0,95103,3,1,14200,2,11.48,0.15,3,607,1,0
22,1,0,70461,2,0,11200,0,13.16,0.16,3,661,0,1
24,0,0,94537,5,1,8000,0,13.22,0.08,2,606,0,0
23,0,0,94542,0,1,16000,1,11.89,0.17,3,556,0,0
22,1,0,94507,4,1,9600,0,10.95,0.1,2,667,0,0
25,1,2,74586,3,1,20000,3,14.74,0.27,2,649,0,1
25,1,2,82824,3,0,11200,4,11.99,0.14,2,584,0,0
22,1,0,84200,0,0,11200,5,11.01,0.13,2,616,1,0
24,0,0,86141,1,0,11200,5,11.36,0.13,3,600,0,0
24,1,1,74778,0,1,13500,3,10.83,0.18,2,613,0,1
22,0,2,94809,1,4,5600,4,11.01,0.06,2,668,1,0
25,1,1,87005,1,0,11200,4,10.36,0.13,2,700,0,0
25,0,0,94406,4,1,25000,2,9.64,0.26,4,624,0,0
26,1,1,94975,1,0,11200,5,11.71,0.12,3,628,0,0
25,0,2,97175,2,0,11200,2,11.01,0.12,3,631,0,0
25,1,1,95110,1,1,6000,3,6.54,0.06,3,679,1,0
25,0,2,99301,0,0,11200,4,5.42,0.11,4,670,0,0
23,1,3,74518,4,1,15000,3,16.82,0.2,3,673,0,1
24,0,2,105563,2,0,11200,1,11.01,0.11,4,599,1,0
24,1,2,95403,0,2,4000,1,5.42,0.04,3,645,1,0
22,1,2,94937,0,1,5000,5,17.49,0.05,3,560,1,0
24,1,2,95061,3,1,17400,5,13.48,0.18,2,660,1,0
26,1,3,121008,2,0,11200,1,13.98,0.09,2,696,0,0
22,0,0,95030,0,1,17500,1,10.65,0.18,2,621,1,0
26,1,2,95021,3,1,8000,2,11.49,0.08,4,542,1,0
24,1,1,94980,4,1,6000,5,7.49,0.06,4,646,1,0
23,0,0,95370,3,1,7200,1,7.49,0.08,3,568,1,0
25,0,0,87937,5,1,16000,5,15.28,0.18,4,607,0,1
23,1,1,95339,0,1,4800,0,7.14,0.05,4,552,1,0
24,1,0,132879,0,0,11200,1,7.49,0.08,4,627,1,0
25,0,1,94842,4,1,16000,0,7.88,0.17,2,648,0,0
24,0,3,217203,2,0,11200,4,5.79,0.05,4,605,1,0
25,1,0,54968,2,0,11250,0,9.38,0.2,2,630,1,0
25,1,2,90901,3,0,11250,2,11.01,0.12,3,653,1,0
22,1,2,87970,1,1,5900,4,7.49,0.07,3,610,0,1
26,0,2,75051,2,1,10000,3,14.83,0.13,4,575,0,1
21,1,3,42887,1,0,11300,3,13.49,0.26,3,698,0,1
